Index;Wert
3734;0.30989648
3735;0.30436274
3736;0.30436274
3737;0.32096396
3738;0.398436323
3739;0.398436323
3740;0.370767622
3741;0.359700142
3742;0.260092818
3743;0.121749313
3744;0.0515823333
3745;0.0491261803
3746;0.0491261803
3747;0.0491261803
3748;0.0515823333
3749;0.0589507923
3750;0.137547689
3751;0.198951514
3752;0.198951514
3753;0.201407667
3754;0.171933831
3755;0.152284607
3756;0.137547689
3757;0.140003842
3758;0.137547689
3759;0.135091536
3760;0.135091536
3761;0.142459995
3762;0.176846137
3763;0.176846137
3764;0.164565372
3765;0.159653066
3766;0.115442312
3767;0.0540384863
3768;0.0146577784
3769;0.0139598312
3770;0.0139598312
3771;0.0139598312
3772;0.0146577784
3773;0.0167516201
3774;0.0390859315
3775;0.0565346123
3776;0.0565346123
3777;0.0572325596
3778;0.0488571928
3779;0.0432736149
3780;0.0390859315
3781;0.0397838788
3782;0.0390859315
3783;0.0383879843
3784;0.0383879843
3785;0.040481826
3786;0.0502530873
3787;0.0502530873
3788;0.0467633511
3789;0.0453674566
3790;0.0328044065
3791;0.0153557257
3792;0
3793;0
3794;0
3795;0
3796;0
3797;0
3798;0
3799;0
3800;0
3801;0
3802;0
3803;0
3804;0
3805;0
3806;0
3807;0
3808;0
3809;0
3810;0
3811;0
3812;0
3813;0
3814;0
3815;0
3816;0
3817;0
3818;0
3819;0
3820;0
3821;0
3822;0
3823;0
3824;0
3825;0
3826;0
3827;0
3828;0
3829;0
3830;0
3831;0
3832;0
3833;0
3834;0
3835;0
3836;0
3837;0
3838;0
3839;0
3840;0.11999018
3841;0.11999018
3842;0.11999018
3843;0.11999018
3844;0.11999018
3845;0.141164918
3846;0.324679311
3847;0.423494754
3848;0.451727737
3849;0.451727737
3850;0.402320016
3851;0.352912295
3852;0.31056282
3853;0.289388082
3854;0.261155098
3855;0.247038606
3856;0.254096852
3857;0.296446328
3858;0.430553
3859;0.479960721
3860;0.458785983
3861;0.451727737
3862;0.303504574
3863;0.127048426
3864;0.900914179
3865;0.900914179
3866;0.900914179
3867;0.900914179
3868;0.900914179
3869;1.05989903
3870;2.43776778
3871;3.1796971
3872;3.39167691
3873;3.39167691
3874;3.02071225
3875;2.64974758
3876;2.33177787
3877;2.17279302
3878;1.96081321
3879;1.85482331
3880;1.90781826
3881;2.22578797
3882;3.23269205
3883;3.60365672
3884;3.44467186
3885;3.39167691
3886;2.27878292
3887;0.953909131
3888;0.102923615
3889;0.102923615
3890;0.102923615
3891;0.102923615
3892;0.102923615
3893;0.121086605
3894;0.278499192
3895;0.363259816
3896;0.387477137
3897;0.387477137
3898;0.345096825
3899;0.302716513
3900;0.266390532
3901;0.248227541
3902;0.22401022
3903;0.211901559
3904;0.21795589
3905;0.254281871
3906;0.369314146
3907;0.411694458
3908;0.393531467
3909;0.387477137
3910;0.260336202
3911;0.108977945
3912;0
3913;0
3914;0
3915;0
3916;0
3917;0
3918;0
3919;0
3920;0
3921;0
3922;0
3923;0
3924;0
3925;0
3926;0
3927;0
3928;0
3929;0
3930;0
3931;0
3932;0
3933;0
3934;0
3935;0
3936;0.0198965013
3937;0.0198965013
3938;0.0198965013
3939;0.0198965013
3940;0.0198965013
3941;0.0234076486
3942;0.0538375917
3943;0.0702229457
3944;0.0749044754
3945;0.0749044754
3946;0.0667117984
3947;0.0585191214
3948;0.0514968268
3949;0.0479856795
3950;0.0433041498
3951;0.040963385
3952;0.0421337674
3953;0.049156062
3954;0.0713933281
3955;0.0795860051
3956;0.0760748578
3957;0.0749044754
3958;0.0503264444
3959;0.0210668837
3960;0.0446072316
3961;0.0424832062
3962;0.0424832062
3963;0.0424832062
3964;0.0446072316
3965;0.0509793079
3966;0.118948121
3967;0.172048756
3968;0.172048756
3969;0.174172782
3970;0.148684477
3971;0.131692274
3972;0.118948121
3973;0.121072146
3974;0.118948121
3975;0.116824096
3976;0.116824096
3977;0.123196172
3978;0.152932528
3979;0.152932528
3980;0.142312401
3981;0.13806435
3982;0.0998318923
3983;0.0467312571
3984;0
3985;0
3986;0
3987;0
3988;0
3989;0
3990;0
3991;0
3992;0
3993;0
3994;0
3995;0
3996;0
3997;0
3998;0
3999;0
4000;0
4001;0
4002;0
4003;0
4004;0
4005;0
4006;0
4007;0
4008;0
4009;0
4010;0
4011;0
4012;0
4013;0
4014;0
4015;0
4016;0
4017;0
4018;0
4019;0
4020;0
4021;0
4022;0
4023;0
4024;0
4025;0
4026;0
4027;0
4028;0
4029;0
4030;0
4031;0
4032;0
4033;0
4034;0
4035;0
4036;0
4037;0
4038;0
4039;0
4040;0
4041;0
4042;0
4043;0
4044;0
4045;0
4046;0
4047;0
4048;0
4049;0
4050;0
4051;0
4052;0
4053;0
4054;0
4055;0
4056;0
4057;0
4058;0
4059;0
4060;0
4061;0
4062;0
4063;0
4064;0
4065;0
4066;0
4067;0
4068;0
4069;0
4070;0
4071;0
4072;0
4073;0
4074;0
4075;0
4076;0
4077;0
4078;0
4079;0
4080;0
4081;0
4082;0
4083;0
4084;0
4085;0
4086;0
4087;0
4088;0
4089;0
4090;0
4091;0
4092;0
4093;0
4094;0
4095;0
4096;0
4097;0
4098;0
4099;0
4100;0
4101;0
4102;0
4103;0
4104;0
4105;0
4106;0
4107;0
4108;0
4109;0
4110;0
4111;0
4112;0
4113;0
4114;0
4115;0
4116;0
4117;0
4118;0
4119;0
4120;0
4121;0
4122;0
4123;0
4124;0
4125;0
4126;0
4127;0
4128;0
4129;0
4130;0
4131;0
4132;0
4133;0
4134;0
4135;0
4136;0
4137;0
4138;0
4139;0
4140;0
4141;0
4142;0
4143;0
4144;0
4145;0
4146;0
4147;0
4148;0
4149;0
4150;0
4151;0
4152;0
4153;0
4154;0
4155;0
4156;0
4157;0
4158;0
4159;0
4160;0
4161;0
4162;0
4163;0
4164;0
4165;0
4166;0
4167;0
4168;0
4169;0
4170;0
4171;0
4172;0
4173;0
4174;0
4175;0
4176;0.0967006804
4177;0.0967006804
4178;0.0967006804
4179;0.0967006804
4180;0.0967006804
4181;0.113765506
4182;0.261660665
4183;0.341296519
4184;0.36404962
4185;0.36404962
4186;0.324231693
4187;0.284413766
4188;0.250284114
4189;0.233219288
4190;0.210466187
4191;0.199089636
4192;0.204777911
4193;0.238907563
4194;0.346984794
4195;0.386802722
4196;0.369737896
4197;0.36404962
4198;0.244595839
4199;0.102388956
4200;0.977330307
4201;0.977330307
4202;0.977330307
4203;0.977330307
4204;0.977330307
4205;1.14980036
4206;2.64454083
4207;3.44940108
4208;3.67936115
4209;3.67936115
4210;3.27693103
4211;2.8745009
4212;2.52956079
4213;2.35709074
4214;2.12713067
4215;2.01215063
4216;2.06964065
4217;2.41458076
4218;3.5068911
4219;3.90932123
4220;3.73685117
4221;3.67936115
4222;2.47207078
4223;1.03482032
4224;1.39978421
4225;1.39978421
4226;1.39978421
4227;1.39978421
4228;1.39978421
4229;1.64680496
4230;3.7876514
4231;4.94041487
4232;5.26977586
4233;5.26977586
4234;4.69339413
4235;4.11701239
4236;3.62297091
4237;3.37595016
4238;3.04658917
4239;2.88190868
4240;2.96424892
4241;3.45829041
4242;5.02275512
4243;5.59913686
4244;5.35211611
4245;5.26977586
4246;3.54063066
4247;1.48212446
4248;1.14230155
4249;1.14230155
4250;1.14230155
4251;1.14230155
4252;1.14230155
4253;1.34388418
4254;3.09093361
4255;4.03165253
4256;4.30042937
4257;4.30042937
4258;3.83006991
4259;3.35971044
4260;2.95654519
4261;2.75496256
4262;2.48618573
4263;2.35179731
4264;2.41899152
4265;2.82215677
4266;4.09884674
4267;4.5692062
4268;4.36762358
4269;4.30042937
4270;2.88935098
4271;1.20949576
4272;1.43238947
4273;1.43238947
4274;1.43238947
4275;1.43238947
4276;1.43238947
4277;1.68516409
4278;3.8758774
4279;5.05549226
4280;5.39252508
4281;5.39252508
4282;4.80271765
4283;4.21291022
4284;3.70736099
4285;3.45458638
4286;3.11755356
4287;2.94903715
4288;3.03329536
4289;3.53884458
4290;5.13975047
4291;5.7295579
4292;5.47678329
4293;5.39252508
4294;3.62310279
4295;1.51664768
4296;1.22389916
4297;1.22389916
4298;1.22389916
4299;1.22389916
4300;1.22389916
4301;1.43988137
4302;3.31172715
4303;4.31964411
4304;4.60762038
4305;4.60762038
4306;4.1036619
4307;3.59970342
4308;3.16773901
4309;2.95175681
4310;2.66378053
4311;2.5197924
4312;2.59178646
4313;3.02375087
4314;4.39163817
4315;4.89559665
4316;4.67961445
4317;4.60762038
4318;3.09574494
4319;1.29589323
4320;1.21191744
4321;1.21191744
4322;1.21191744
4323;1.21191744
4324;1.21191744
4325;1.42578522
4326;3.27930601
4327;4.27735566
4328;4.56251271
4329;4.56251271
4330;4.06348788
4331;3.56446305
4332;3.13672749
4333;2.9228597
4334;2.63770266
4335;2.49512414
4336;2.5664134
4337;2.99414896
4338;4.34864493
4339;4.84766975
4340;4.63380197
4341;4.56251271
4342;3.06543823
4343;1.2832067
4344;0.0569392604
4345;0.054228031
4346;0.054228031
4347;0.054228031
4348;0.0569392604
4349;0.0650729484
4350;0.151832288
4351;0.219613022
4352;0.219613022
4353;0.222324251
4354;0.189789499
4355;0.168099664
4356;0.151832288
4357;0.154543517
4358;0.151832288
4359;0.149121058
4360;0.149121058
4361;0.157254747
4362;0.195211958
4363;0.195211958
4364;0.181655811
4365;0.176233352
4366;0.127431224
4367;0.0596504897
4368;0
4369;0
4370;0
4371;0
4372;0
4373;0
4374;0
4375;0
4376;0
4377;0
4378;0
4379;0
4380;0
4381;0
4382;0
4383;0
4384;0
4385;0
4386;0
4387;0
4388;0
4389;0
4390;0
4391;0
4392;0
4393;0
4394;0
4395;0
4396;0
4397;0
4398;0
4399;0
4400;0
4401;0
4402;0
4403;0
4404;0
4405;0
4406;0
4407;0
4408;0
4409;0
4410;0
4411;0
4412;0
4413;0
4414;0
4415;0
4416;0
4417;0
4418;0
4419;0
4420;0
4421;0
4422;0
4423;0
4424;0
4425;0
4426;0
4427;0
4428;0
4429;0
4430;0
4431;0
4432;0
4433;0
4434;0
4435;0
4436;0
4437;0
4438;0
4439;0
4440;0
4441;0
4442;0
4443;0
4444;0
4445;0
4446;0
4447;0
4448;0
4449;0
4450;0
4451;0
4452;0
4453;0
4454;0
4455;0
4456;0
4457;0
4458;0
4459;0
4460;0
4461;0
4462;0
4463;0
4464;0
4465;0
4466;0
4467;0
4468;0
4469;0
4470;0
4471;0
4472;0
4473;0
4474;0
4475;0
4476;0
4477;0
4478;0
4479;0
4480;0
4481;0
4482;0
4483;0
4484;0
4485;0
4486;0
4487;0
4488;0
4489;0
4490;0
4491;0
4492;0
4493;0
4494;0
4495;0
4496;0
4497;0
4498;0
4499;0
4500;0
4501;0
4502;0
4503;0
4504;0
4505;0
4506;0
4507;0
4508;0
4509;0
4510;0
4511;0
4512;0
4513;0
4514;0
4515;0
4516;0
4517;0
4518;0
4519;0
4520;0
4521;0
4522;0
4523;0
4524;0
4525;0
4526;0
4527;0
4528;0
4529;0
4530;0
4531;0
4532;0
4533;0
4534;0
4535;0
4536;0
4537;0
4538;0
4539;0
4540;0
4541;0
4542;0
4543;0
4544;0
4545;0
4546;0
4547;0
4548;0
4549;0
4550;0
4551;0
4552;0
4553;0
4554;0
4555;0
4556;0
4557;0
4558;0
4559;0
4560;0
4561;0
4562;0
4563;0
4564;0
4565;0
4566;0
4567;0
4568;0
4569;0
4570;0
4571;0
4572;0
4573;0
4574;0
4575;0
4576;0
4577;0
4578;0
4579;0
4580;0
4581;0
4582;0
4583;0
4584;0
4585;0
4586;0
4587;0
4588;0
4589;0
4590;0
4591;0
4592;0
4593;0
4594;0
4595;0
4596;0
4597;0
4598;0
4599;0
4600;0
4601;0
4602;0
4603;0
4604;0
4605;0
4606;0
4607;0
4608;0
4609;0
4610;0
4611;0
4612;0
4613;0
4614;0
4615;0
4616;0
4617;0
4618;0
4619;0
4620;0
4621;0
4622;0
4623;0
4624;0
4625;0
4626;0
4627;0
4628;0
4629;0
4630;0
4631;0
4632;0
4633;0
4634;0
4635;0
4636;0
4637;0
4638;0
4639;0
4640;0
4641;0
4642;0
4643;0
4644;0
4645;0
4646;0
4647;0
4648;0
4649;0
4650;0
4651;0
4652;0
4653;0
4654;0
4655;0
4656;0
4657;0
4658;0
4659;0
4660;0
4661;0
4662;0
4663;0
4664;0
4665;0
4666;0
4667;0
4668;0
4669;0
4670;0
4671;0
4672;0
4673;0
4674;0
4675;0
4676;0
4677;0
4678;0
4679;0
4680;0
4681;0
4682;0
4683;0
4684;0
4685;0
4686;0
4687;0
4688;0
4689;0
4690;0
4691;0
4692;0
4693;0
4694;0
4695;0
4696;0
4697;0
4698;0
4699;0
4700;0
4701;0
4702;0
4703;0
4704;0
4705;0
4706;0
4707;0
4708;0
4709;0
4710;0
4711;0
4712;0
4713;0
4714;0
4715;0
4716;0
4717;0
4718;0
4719;0
4720;0
4721;0
4722;0
4723;0
4724;0
4725;0
4726;0
4727;0
4728;0
4729;0
4730;0
4731;0
4732;0
4733;0
4734;0
4735;0
4736;0
4737;0
4738;0
4739;0
4740;0
4741;0
4742;0
4743;0
4744;0
4745;0
4746;0
4747;0
4748;0
4749;0
4750;0
4751;0
4752;0
4753;0
4754;0
4755;0
4756;0
4757;0
4758;0
4759;0
4760;0
4761;0
4762;0
4763;0
4764;0
4765;0
4766;0
4767;0
4768;0
4769;0
4770;0
4771;0
4772;0
4773;0
4774;0
4775;0
4776;0
4777;0
4778;0
4779;0
4780;0
4781;0
4782;0
4783;0
4784;0
4785;0
4786;0
4787;0
4788;0
4789;0
4790;0
4791;0
4792;0
4793;0
4794;0
4795;0
4796;0
4797;0
4798;0
4799;0
4800;0
4801;0
4802;0
4803;0
4804;0
4805;0
4806;0
4807;0
4808;0
4809;0
4810;0
4811;0
4812;0
4813;0
4814;0
4815;0
4816;0
4817;0
4818;0
4819;0
4820;0
4821;0
4822;0
4823;0
4824;0
4825;0
4826;0
4827;0
4828;0
4829;0
4830;0
4831;0
4832;0
4833;0
4834;0
4835;0
4836;0
4837;0
4838;0
4839;0
4840;0
4841;0
4842;0
4843;0
4844;0
4845;0
4846;0
4847;0
4848;0
4849;0
4850;0
4851;0
4852;0
4853;0
4854;0
4855;0
4856;0
4857;0
4858;0
4859;0
4860;0
4861;0
4862;0
4863;0
4864;0
4865;0
4866;0
4867;0
4868;0
4869;0
4870;0
4871;0
4872;0
4873;0
4874;0
4875;0
4876;0
4877;0
4878;0
4879;0
4880;0
4881;0
4882;0
4883;0
4884;0
4885;0
4886;0
4887;0
4888;0
4889;0
4890;0
4891;0
4892;0
4893;0
4894;0
4895;0
4896;0
4897;0
4898;0
4899;0
4900;0
4901;0
4902;0
4903;0
4904;0
4905;0
4906;0
4907;0
4908;0
4909;0
4910;0
4911;0
4912;0
4913;0
4914;0
4915;0
4916;0
4917;0
4918;0
4919;0
4920;0
4921;0
4922;0
4923;0
4924;0
4925;0
4926;0
4927;0
4928;0
4929;0
4930;0
4931;0
4932;0
4933;0
4934;0
4935;0
4936;0
4937;0
4938;0
4939;0
4940;0
4941;0
4942;0
4943;0
4944;0
4945;0
4946;0
4947;0
4948;0
4949;0
4950;0
4951;0
4952;0
4953;0
4954;0
4955;0
4956;0
4957;0
4958;0
4959;0
4960;0
4961;0
4962;0
4963;0
4964;0
4965;0
4966;0
4967;0
4968;0
4969;0
4970;0
4971;0
4972;0
4973;0
4974;0
4975;0
4976;0
4977;0
4978;0
4979;0
4980;0
4981;0
4982;0
4983;0
4984;0
4985;0
4986;0
4987;0
4988;0
4989;0
4990;0
4991;0
4992;0
4993;0
4994;0
4995;0
4996;0
4997;0
4998;0
4999;0
5000;0
5001;0
5002;0
5003;0
5004;0
5005;0
5006;0
5007;0
5008;0
5009;0
5010;0
5011;0
5012;0
5013;0
5014;0
5015;0
5016;0
5017;0
5018;0
5019;0
5020;0
5021;0
5022;0
5023;0
5024;0
5025;0
5026;0
5027;0
5028;0
5029;0
5030;0
5031;0
5032;0
5033;0
5034;0
5035;0
5036;0
5037;0
5038;0
5039;0
5040;0
5041;0
5042;0
5043;0
5044;0
5045;0
5046;0
5047;0
5048;0
5049;0
5050;0
5051;0
5052;0
5053;0
5054;0
5055;0
5056;0
5057;0
5058;0
5059;0
5060;0
5061;0
5062;0
5063;0
5064;0
5065;0
5066;0
5067;0
5068;0
5069;0
5070;0
5071;0
5072;0
5073;0
5074;0
5075;0
5076;0
5077;0
5078;0
5079;0
5080;0
5081;0
5082;0
5083;0
5084;0
5085;0
5086;0
5087;0
5088;0
5089;0
5090;0
5091;0
5092;0
5093;0
5094;0
5095;0
5096;0
5097;0
5098;0
5099;0
5100;0
5101;0
5102;0
5103;0
5104;0
5105;0
5106;0
5107;0
5108;0
5109;0
5110;0
5111;0
5112;0
5113;0
5114;0
5115;0
5116;0
5117;0
5118;0
5119;0
5120;0
5121;0
5122;0
5123;0
5124;0
5125;0
5126;0
5127;0
5128;0
5129;0
5130;0
5131;0
5132;0
5133;0
5134;0
5135;0
5136;0
5137;0
5138;0
5139;0
5140;0
5141;0
5142;0
5143;0
5144;0
5145;0
5146;0
5147;0
5148;0
5149;0
5150;0
5151;0
5152;0
5153;0
5154;0
5155;0
5156;0
5157;0
5158;0
5159;0
5160;0.0189730191
5161;0.0189730191
5162;0.0189730191
5163;0.0189730191
5164;0.0189730191
5165;0.022321199
5166;0.0513387576
5167;0.0669635969
5168;0.0714278367
5169;0.0714278367
5170;0.0636154171
5171;0.0558029974
5172;0.0491066377
5173;0.0457584579
5174;0.0412942181
5175;0.0390620982
5176;0.0401781581
5177;0.0468745178
5178;0.0680796569
5179;0.0758920765
5180;0.0725438967
5181;0.0714278367
5182;0.0479905778
5183;0.0200890791
5184;0.0940491707
5185;0.0940491707
5186;0.0940491707
5187;0.0940491707
5188;0.0940491707
5189;0.110646083
5190;0.254485991
5191;0.331938249
5192;0.354067466
5193;0.354067466
5194;0.315341337
5195;0.276615208
5196;0.243421383
5197;0.22682447
5198;0.204695254
5199;0.193630646
5200;0.19916295
5201;0.232356775
5202;0.337470554
5203;0.376196683
5204;0.35959977
5205;0.354067466
5206;0.237889079
5207;0.0995814748
5208;0.701607303
5209;0.701607303
5210;0.701607303
5211;0.701607303
5212;0.701607303
5213;0.825420357
5214;1.89846682
5215;2.47626107
5216;2.64134514
5217;2.64134514
5218;2.35244802
5219;2.06355089
5220;1.81592478
5221;1.69211173
5222;1.52702766
5223;1.44448562
5224;1.48575664
5225;1.73338275
5226;2.51753209
5227;2.80642921
5228;2.68261616
5229;2.64134514
5230;1.77465377
5231;0.742878321
5232;0.351126476
5233;0.334407179
5234;0.334407179
5235;0.334407179
5236;0.351126476
5237;0.401284367
5238;0.936301874
5239;1.3542843
5240;1.3542843
5241;1.3710036
5242;1.17037203
5243;1.03661766
5244;0.936301874
5245;0.953021171
5246;0.936301874
5247;0.919582577
5248;0.919582577
5249;0.969740468
5250;1.20381063
5251;1.20381063
5252;1.12021414
5253;1.08677555
5254;0.7858282
5255;0.367845773
5256;0
5257;0
5258;0
5259;0
5260;0
5261;0
5262;0
5263;0
5264;0
5265;0
5266;0
5267;0
5268;0
5269;0
5270;0
5271;0
5272;0
5273;0
5274;0
5275;0
5276;0
5277;0
5278;0
5279;0
5280;0
5281;0
5282;0
5283;0
5284;0
5285;0
5286;0
5287;0
5288;0
5289;0
5290;0
5291;0
5292;0
5293;0
5294;0
5295;0
5296;0
5297;0
5298;0
5299;0
5300;0
5301;0
5302;0
5303;0
5304;0
5305;0
5306;0
5307;0
5308;0
5309;0
5310;0
5311;0
5312;0
5313;0
5314;0
5315;0
5316;0
5317;0
5318;0
5319;0
5320;0
5321;0
5322;0
5323;0
5324;0
5325;0
5326;0
5327;0
5328;0
5329;0
5330;0
5331;0
5332;0
5333;0
5334;0
5335;0
5336;0
5337;0
5338;0
5339;0
5340;0
5341;0
5342;0
5343;0
5344;0
5345;0
5346;0
5347;0
5348;0
5349;0
5350;0
5351;0
5352;0
5353;0
5354;0
5355;0
5356;0
5357;0
5358;0
5359;0
5360;0
5361;0
5362;0
5363;0
5364;0
5365;0
5366;0
5367;0
5368;0
5369;0
5370;0
5371;0
5372;0
5373;0
5374;0
5375;0
5376;0
5377;0
5378;0
5379;0
5380;0
5381;0
5382;0
5383;0
5384;0
5385;0
5386;0
5387;0
5388;0
5389;0
5390;0
5391;0
5392;0
5393;0
5394;0
5395;0
5396;0
5397;0
5398;0
5399;0
5400;0
5401;0
5402;0
5403;0
5404;0
5405;0
5406;0
5407;0
5408;0
5409;0
5410;0
5411;0
5412;0
5413;0
5414;0
5415;0
5416;0
5417;0
5418;0
5419;0
5420;0
5421;0
5422;0
5423;0
5424;0
5425;0
5426;0
5427;0
5428;0
5429;0
5430;0
5431;0
5432;0
5433;0
5434;0
5435;0
5436;0
5437;0
5438;0
5439;0
5440;0
5441;0
5442;0
5443;0
5444;0
5445;0
5446;0
5447;0
5448;0.0686498524
5449;0.0686498524
5450;0.0686498524
5451;0.0686498524
5452;0.0686498524
5453;0.0807645322
5454;0.185758424
5455;0.242293597
5456;0.258446503
5457;0.258446503
5458;0.230178917
5459;0.201911331
5460;0.177681971
5461;0.165567291
5462;0.149414385
5463;0.141337931
5464;0.145376158
5465;0.169605518
5466;0.246331823
5467;0.27459941
5468;0.26248473
5469;0.258446503
5470;0.173643744
5471;0.072688079
5472;0.545325626
5473;0.545325626
5474;0.545325626
5475;0.545325626
5476;0.545325626
5477;0.641559561
5478;1.47558699
5479;1.92467868
5480;2.05299059
5481;2.05299059
5482;1.82844475
5483;1.6038989
5484;1.41143103
5485;1.3151971
5486;1.18688519
5487;1.12272923
5488;1.15480721
5489;1.34727508
5490;1.95675666
5491;2.18130251
5492;2.08506857
5493;2.05299059
5494;1.37935306
5495;0.577403604
5496;0.429994623
5497;0.429994623
5498;0.429994623
5499;0.429994623
5500;0.429994623
5501;0.505876027
5502;1.16351486
5503;1.51762808
5504;1.61880329
5505;1.61880329
5506;1.44174668
5507;1.26469007
5508;1.11292726
5509;1.03704585
5510;0.935870649
5511;0.885283047
5512;0.910576848
5513;1.06233966
5514;1.54292188
5515;1.71997849
5516;1.64409709
5517;1.61880329
5518;1.08763346
5519;0.455288424
5520;0.286622507
5521;0.272974642
5522;0.272974642
5523;0.272974642
5524;0.286622507
5525;0.327566103
5526;0.764297792
5527;1.10549442
5528;1.10549442
5529;1.11914229
5530;0.955367906
5531;0.846184984
5532;0.764297792
5533;0.777945657
5534;0.764297792
5535;0.750649927
5536;0.750649927
5537;0.791593522
5538;0.982663636
5539;0.982663636
5540;0.91442431
5541;0.887128579
5542;0.641467004
5543;0.300270372
5544;0
5545;0
5546;0
5547;0
5548;0
5549;0
5550;0
5551;0
5552;0
5553;0
5554;0
5555;0
5556;0
5557;0
5558;0
5559;0
5560;0
5561;0
5562;0
5563;0
5564;0
5565;0
5566;0
5567;0
5568;0
5569;0
5570;0
5571;0
5572;0
5573;0
5574;0
5575;0
5576;0
5577;0
5578;0
5579;0
5580;0
5581;0
5582;0
5583;0
5584;0
5585;0
5586;0
5587;0
5588;0
5589;0
5590;0
5591;0
5592;0
5593;0
5594;0
5595;0
5596;0
5597;0
5598;0
5599;0
5600;0
5601;0
5602;0
5603;0
5604;0
5605;0
5606;0
5607;0
5608;0
5609;0
5610;0
5611;0
5612;0
5613;0
5614;0
5615;0
5616;0
5617;0
5618;0
5619;0
5620;0
5621;0
5622;0
5623;0
5624;0
5625;0
5626;0
5627;0
5628;0
5629;0
5630;0
5631;0
5632;0
5633;0
5634;0
5635;0
5636;0
5637;0
5638;0
5639;0
5640;0
5641;0
5642;0
5643;0
5644;0
5645;0
5646;0
5647;0
5648;0
5649;0
5650;0
5651;0
5652;0
5653;0
5654;0
5655;0
5656;0
5657;0
5658;0
5659;0
5660;0
5661;0
5662;0
5663;0
5664;0
5665;0
5666;0
5667;0
5668;0
5669;0
5670;0
5671;0
5672;0
5673;0
5674;0
5675;0
5676;0
5677;0
5678;0
5679;0
5680;0
5681;0
5682;0
5683;0
5684;0
5685;0
5686;0
5687;0
5688;0
5689;0
5690;0
5691;0
5692;0
5693;0
5694;0
5695;0
5696;0
5697;0
5698;0
5699;0
5700;0
5701;0
5702;0
5703;0
5704;0
5705;0
5706;0
5707;0
5708;0
5709;0
5710;0
5711;0
5712;0
5713;0
5714;0
5715;0
5716;0
5717;0
5718;0
5719;0
5720;0
5721;0
5722;0
5723;0
5724;0
5725;0
5726;0
5727;0
5728;0
5729;0
5730;0
5731;0
5732;0
5733;0
5734;0
5735;0
5736;0
5737;0
5738;0
5739;0
5740;0
5741;0
5742;0
5743;0
5744;0
5745;0
5746;0
5747;0
5748;0
5749;0
5750;0
5751;0
5752;0
5753;0
5754;0
5755;0
5756;0
5757;0
5758;0
5759;0
5760;0.153540993
5761;0.153540993
5762;0.153540993
5763;0.153540993
5764;0.153540993
5765;0.180636462
5766;0.415463863
5767;0.541909386
5768;0.578036679
5769;0.578036679
5770;0.514813917
5771;0.451591155
5772;0.397400217
5773;0.370304747
5774;0.334177455
5775;0.316113809
5776;0.325145632
5777;0.379336571
5778;0.55094121
5779;0.614163971
5780;0.587068502
5781;0.578036679
5782;0.388368394
5783;0.162572816
5784;3.45421597
5785;3.45421597
5786;3.45421597
5787;3.45421597
5788;3.45421597
5789;4.06378349
5790;6.876875
5791;6.876875
5792;6.876875
5793;6.876875
5794;6.876875
5795;6.876875
5796;6.876875
5797;0.348
5798;6.876875
5799;6.876875
5800;6.876875
5801;6.876875
5802;0.348
5803;6.876875
5804;6.876875
5805;6.876875
5806;6.876875
5807;3.65740514
5808;1.56223155
5809;1.56223155
5810;1.56223155
5811;1.56223155
5812;1.56223155
5813;1.83791946
5814;4.22721477
5815;5.51375839
5816;5.88134229
5817;5.88134229
5818;5.23807047
5819;4.59479866
5820;4.04342282
5821;3.7677349
5822;3.40015101
5823;3.21635906
5824;3.30825504
5825;3.85963088
5826;5.60565437
5827;6.24892618
5828;5.97323826
5829;5.88134229
5830;3.95152685
5831;1.65412752
5832;0
5833;0
5834;0
5835;0
5836;0
5837;0
5838;0
5839;0
5840;0
5841;0
5842;0
5843;0
5844;0
5845;0
5846;0
5847;0
5848;0
5849;0
5850;0
5851;0
5852;0
5853;0
5854;0
5855;0
5856;0
5857;0
5858;0
5859;0
5860;0
5861;0
5862;0
5863;0
5864;0
5865;0
5866;0
5867;0
5868;0
5869;0
5870;0
5871;0
5872;0
5873;0
5874;0
5875;0
5876;0
5877;0
5878;0
5879;0
5880;0
5881;0
5882;0
5883;0
5884;0
5885;0
5886;0
5887;0
5888;0
5889;0
5890;0
5891;0
5892;0
5893;0
5894;0
5895;0
5896;0
5897;0
5898;0
5899;0
5900;0
5901;0
5902;0
5903;0
5904;0.0266790358
5905;0.0266790358
5906;0.0266790358
5907;0.0266790358
5908;0.0266790358
5909;0.031387101
5910;0.0721903322
5911;0.0941613029
5912;0.100438723
5913;0.100438723
5914;0.0894532378
5915;0.0784677524
5916;0.0690516221
5917;0.064343557
5918;0.0580661368
5919;0.0549274267
5920;0.0564967818
5921;0.065912912
5922;0.095730658
5923;0.106716143
5924;0.102008078
5925;0.100438723
5926;0.0674822671
5927;0.0282483909
5928;0.141067948
5929;0.141067948
5930;0.141067948
5931;0.141067948
5932;0.141067948
5933;0.165962292
5934;0.381713271
5935;0.497886876
5936;0.531079334
5937;0.531079334
5938;0.472992532
5939;0.41490573
5940;0.365117042
5941;0.340222699
5942;0.30703024
5943;0.290434011
5944;0.298732126
5945;0.348520813
5946;0.50618499
5947;0.564271793
5948;0.539377449
5949;0.531079334
5950;0.356818928
5951;0.149366063
5952;0.987214771
5953;0.940207388
5954;0.940207388
5955;0.940207388
5956;0.987214771
5957;1.12823692
5958;2.63247321
5959;3.8076578
